Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Khyber Pakhtunkhwa,Pakistan,2021-11-12,34.485332,72.09169,178926.0,5786.0,,38493.14,111936.0,9143.54,106952.6,50901.79,193690.9,53215374.0,27870587.0,83140120.0,67.34,32.06,121.93,3.64,3.64,3.65,5788.77,5788.19,5789.71,70.17,70.17,70.17,958731.4,295356.4,2398395.0,52256642.0,27556087.0,80612061.0,8055.764,1794.933,23543.68,30437.37,7348.611,88392.35,38100471.0,50.4102,1,1,0.9985,0,0.312,1,1627.86,3041.55,742.39,335.38,626.63,152.95,133.53,302.42,43.73,43.56598,108.3386,13.19608,89.96191,194.0818,30.57342
Punjab,Pakistan,2021-11-12,30.811346,72.139132,441631.0,12967.0,,14310.68,25176.1,8594.66,225563.6,115739.2,395569.2,81520324.0,63338278.0,102155037.0,68.35,35.09,119.86,3.93,3.93,3.93,12969.65,12969.09,12970.52,102.53,102.53,102.53,976945.6,700140.6,1306072.0,80543379.0,62676434.0,100864011.0,3287.119,1951.307,5848.454,11023.56,6643.356,19327.65,113939260.0,46.6524,1,1,0.9985,0,0.4213,1,2273.95,3850.38,1220.43,468.49,793.27,251.44,185.69,340.55,78.49,57.04775,107.051,24.06084,128.6435,233.5028,54.40159
Sindh,Pakistan,2021-11-12,26.009446,68.776807,473052.0,7599.0,,13447.82,18951.48,10236.01,88411.39,46901.99,149695.3,51139754.0,39614750.0,64471959.0,10.88,5.79,18.41,0.93,0.93,0.93,7564.38,7563.62,7565.54,162.39,162.39,162.39,676073.3,476036.2,935618.1,50463681.0,39108914.0,63551186.0,3018.822,2270.406,4329.032,10429.0,7963.541,14622.44,49907676.0,32.8619,1,1,0.9986,0,0.4227,1,1400.18,2462.68,690.27,288.47,507.37,142.21,97.73,169.82,47.0,27.98049,50.48368,13.10663,69.75297,119.3729,33.8933
Azad Jammu and Kashmir,Pakistan,2020-11-13,34.027401,73.947253,5139.0,118.0,3812.0,10561.16,13425.94,8112.97,1371.14,689.46,2362.41,1043383.0,839649.5,1248081.0,21.5,10.77,37.1,1.86,1.86,1.86,118.66,118.34,119.18,100.39,100.39,100.39,0.0,0.0,0.0,1043383.0,839649.5,1248081.0,0.0,0.0,0.0,10561.16,8112.971,13425.94,4334762.0,0.1866,1,1,1.0058,0,0.4257,1,1351.84,2001.15,812.66,242.86,359.5,145.99,134.88,215.14,72.79,0.0,0.0,0.0,134.8775,215.1388,72.78513
Balochistan,Pakistan,2020-11-13,28.328492,65.898403,16274.0,155.0,15782.0,16544.76,26605.51,8338.69,5029.39,2754.89,8650.24,5339127.0,3482008.0,6564127.0,9.29,5.1,15.97,0.29,0.29,0.29,155.18,155.06,155.39,43.03,43.03,43.03,0.0,0.0,0.0,5339127.0,3482008.0,6564127.0,0.0,0.0,0.0,16544.76,8338.688,26605.51,13398367.0,4.6534,1,1,1.0054,0,0.2567,1,1000.27,1736.6,493.34,179.7,311.98,88.63,90.89,167.94,37.83,0.0,0.0,0.0,90.89358,167.9423,37.83222
Gilgit-Baltistan,Pakistan,2020-11-13,35.792146,74.982138,4416.0,93.0,4183.0,2173.07,2797.11,1372.14,1799.26,930.59,3158.39,1074137.0,607309.8,1437252.0,0.03,0.03,0.03,0.0,0.0,0.0,93.35,93.14,93.67,12.1,12.1,12.1,0.0,0.0,0.0,1074137.0,607309.8,1437252.0,0.0,0.0,0.0,2173.07,1372.138,2797.111,2227138.0,0.1866,1,1,1.0059,0,0.3802,1,127.98,235.98,58.98,22.99,42.39,10.6,12.17,25.45,4.51,0.0,0.0,0.0,12.17243,25.453,4.508938
Islamabad,Pakistan,2020-11-13,33.665087,73.121219,23122.0,250.0,19808.0,5925.11,9483.21,3251.58,740.83,449.61,1208.16,588738.3,328588.9,840654.5,6.69,4.05,10.94,2.3,2.29,2.3,254.27,253.17,255.65,335.1,335.1,335.1,0.0,0.0,0.0,588738.3,328588.9,840654.5,0.0,0.0,0.0,5925.111,3251.577,9483.213,2155173.0,-14.6656,1,1,1.0057,0,0.485,1,614.76,936.75,322.41,110.44,168.28,57.92,65.08,101.21,29.24,0.0,0.0,0.0,65.0789,101.2077,29.24279
Khyber Pakhtunkhwa,Pakistan,2020-11-13,34.485332,72.09169,41472.0,1303.0,38526.0,97396.2,129214.1,64906.17,24093.82,11468.61,43631.27,17878753.0,10901522.0,21133077.0,63.38,30.17,114.76,3.43,3.43,3.43,1304.1,1303.86,1304.47,248.96,248.96,248.96,0.0,0.0,0.0,17878753.0,10901522.0,21133077.0,0.0,0.0,0.0,97396.2,64906.17,129214.1,38100471.0,6.913,1,1,1.0058,0,0.2974,1,3051.84,5447.74,1399.17,548.26,978.68,251.36,366.35,704.92,134.38,0.0,0.0,0.0,366.3534,704.9205,134.3784
Punjab,Pakistan,2020-11-13,30.811346,72.139132,108822.0,2455.0,97692.0,158345.2,235971.1,96485.55,47453.18,24350.38,83215.81,28707128.0,23257567.0,36101705.0,191.34,98.19,335.54,11.0,11.0,11.0,2728.53,2728.3,2728.87,517.6,517.6,517.6,0.0,0.0,0.0,28707128.0,23257567.0,36101705.0,0.0,0.0,0.0,158345.2,96485.55,235971.1,113939260.0,2.1697,1,1,1.0056,0,0.375,1,10303.33,17077.2,5803.92,1850.97,3067.89,1042.66,1103.6,2052.9,521.04,0.0,0.0,0.0,1103.603,2052.903,521.0376
Sindh,Pakistan,2020-11-13,26.009446,68.776807,153051.0,2718.0,141760.0,132272.6,166565.6,100842.9,31352.57,16632.56,53084.99,21749426.0,17046051.0,26164015.0,106.06,56.27,179.57,9.07,9.07,9.08,2682.49,2682.21,2682.92,800.39,800.39,800.39,0.0,0.0,0.0,21749426.0,17046051.0,26164015.0,0.0,0.0,0.0,132272.6,100842.9,166565.6,49907676.0,-3.6139,1,1,1.0052,0,0.4717,1,6320.09,9437.23,3913.4,1135.39,1695.38,703.04,653.48,1054.75,369.58,0.0,0.0,0.0,653.4821,1054.746,369.5783
Azad Jammu and Kashmir,Pakistan,2021-11-13,34.027401,73.947253,34506.0,741.0,,573.1,898.06,243.35,8585.09,4304.3,14809.73,3722605.0,3063096.0,4597051.0,0.03,0.03,0.03,0.0,0.0,0.01,742.72,741.89,744.07,2.82,2.82,2.82,50177.35,33523.15,74673.86,3672428.0,3016952.0,4529321.0,141.7542,60.80183,222.1738,431.3434,182.5485,675.8895,4334762.0,42.7617,1,1,1.0009,0,0.366,1,48.31,89.64,24.07,9.96,18.48,4.96,3.65,10.03,0.6,1.124719,3.04862,0.1818234,2.528864,6.928943,0.4204305
Balochistan,Pakistan,2021-11-13,28.328492,65.898403,33391.0,358.0,,5583.16,11901.3,1612.49,11620.82,6366.16,19986.08,9712410.0,6622169.0,12151052.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.25,358.97,9.24,9.24,9.24,72077.21,49690.08,99809.35,9640333.0,6569243.0,12054867.0,1065.369,306.0571,2274.296,4517.79,1306.434,9627.002,13398367.0,35.1622,1,1,1.0008,0,0.3595,1,253.43,462.59,127.11,52.25,95.37,26.21,27.6,55.12,10.18,6.330056,12.80046,2.344645,21.26691,42.32286,7.834552
Gilgit-Baltistan,Pakistan,2021-11-13,35.792146,74.982138,10400.0,186.0,,70.61,137.94,33.32,3603.67,1865.24,6322.97,1906565.0,1261265.0,2562264.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.46,187.8,1.1,1.1,1.1,18178.42,10828.48,27438.97,1888386.0,1246008.0,2534971.0,13.71261,6.39105,27.26576,56.89279,26.93161,110.6772,2227138.0,42.7617,1,1,1.0009,0,0.3454,1,7.77,15.51,2.83,1.6,3.2,0.58,0.76,1.51,0.28,0.1928052,0.3831152,0.07101153,0.566883,1.128743,0.210481
Islamabad,Pakistan,2021-11-13,33.665087,73.121219,107275.0,948.0,,603.73,1339.44,186.44,2781.03,1684.64,4540.5,1506962.0,839499.2,2236135.0,0.65,0.41,1.05,0.23,0.22,0.23,954.3,951.46,957.88,27.17,27.17,27.17,19150.82,9278.688,30610.14,1487811.0,830329.0,2205582.0,142.1084,42.99044,314.6947,461.6243,143.4483,1024.741,2155173.0,37.9103,1,1,1.0009,0,0.5359,1,62.55,101.67,40.72,12.9,20.96,8.4,6.18,15.54,1.82,1.690141,4.32209,0.4873845,4.485469,11.21803,1.332879
Khyber Pakhtunkhwa,Pakistan,2021-11-13,34.485332,72.09169,179000.0,5790.0,,39219.09,113699.2,8999.59,107023.9,50935.73,193820.0,53254593.0,27881093.0,83253612.0,71.3,33.94,129.1,3.86,3.86,3.86,5792.63,5792.04,5793.58,71.89,71.89,71.89,967020.5,297158.3,2422030.0,52287572.0,27564504.0,80714499.0,8289.069,1785.136,24114.98,30930.02,7214.454,89664.15,38100471.0,50.2701,1,1,1.0009,0,0.3093,1,1643.29,3122.45,750.07,338.79,643.74,154.64,142.34,327.35,45.28,46.76365,117.8707,13.57908,95.57607,209.4757,31.77312
Punjab,Pakistan,2021-11-13,30.811346,72.139132,441720.0,12972.0,,13307.33,23854.62,8411.5,225629.5,115773.0,395684.7,81533631.0,63346546.0,102172394.0,65.87,33.81,115.5,3.79,3.79,3.79,12973.44,12972.88,12974.31,99.89,99.89,99.89,980034.3,702160.0,1311770.0,80553597.0,62682808.0,100877310.0,3088.744,1932.602,5637.964,10218.59,6478.899,18216.66,113939260.0,46.6898,1,1,1.0008,0,0.4219,1,2233.01,3764.57,1209.83,460.37,776.13,249.43,184.73,345.06,76.89,57.20588,109.1003,23.75757,127.524,235.9591,53.12977
Sindh,Pakistan,2021-11-13,26.009446,68.776807,473081.0,7600.0,,13870.29,19272.74,10046.79,88421.44,46907.33,149712.3,51153625.0,39625614.0,64490611.0,10.05,5.34,16.99,0.86,0.86,0.86,7565.24,7564.48,7566.4,129.39,129.39,129.39,679219.2,478312.7,939563.1,50474405.0,39117351.0,63565533.0,3145.916,2235.859,4437.155,10724.37,7810.918,14836.0,49907676.0,32.999,1,1,1.0008,0,0.4217,1,1314.11,2263.2,648.97,270.92,466.6,133.8,79.89,153.69,33.31,23.06523,45.08211,9.370721,56.82286,108.2593,23.93822
Azad Jammu and Kashmir,Pakistan,2020-11-14,34.027401,73.947253,5261.0,119.0,3882.0,10579.99,12968.2,8636.93,1396.78,702.3,2406.64,1053963.0,848971.4,1260905.0,25.63,12.84,44.23,2.22,2.22,2.22,120.88,120.56,121.4,102.67,102.67,102.67,0.0,0.0,0.0,1053963.0,848971.4,1260905.0,0.0,0.0,0.0,10579.99,8636.934,12968.2,4334762.0,-0.07,1,1,1.0107,0,0.4295,1,1377.18,2019.19,827.59,246.63,361.61,148.21,131.29,203.93,72.2,0.0,0.0,0.0,131.2921,203.9266,72.20227
Balochistan,Pakistan,2020-11-14,28.328492,65.898403,16328.0,155.0,15801.0,17609.86,27807.86,12289.17,5038.68,2759.98,8666.21,5356737.0,3494986.0,6587258.0,9.29,5.1,15.97,0.29,0.29,0.29,155.46,155.34,155.68,45.46,45.46,45.46,0.0,0.0,0.0,5356737.0,3494986.0,6587258.0,0.0,0.0,0.0,17609.86,12289.17,27807.86,13398367.0,4.4921,1,1,1.0099,0,0.257,1,997.01,1701.72,492.55,178.55,304.75,88.21,87.38,150.57,36.8,0.0,0.0,0.0,87.37669,150.5686,36.80252
Gilgit-Baltistan,Pakistan,2020-11-14,35.792146,74.982138,4434.0,93.0,4188.0,2144.69,2926.02,1391.62,1799.29,930.62,3158.42,1076282.0,608825.1,1439414.0,0.03,0.03,0.03,0.0,0.0,0.0,93.35,93.14,93.67,11.17,11.17,11.17,0.0,0.0,0.0,1076282.0,608825.1,1439414.0,0.0,0.0,0.0,2144.69,1391.625,2926.02,2227138.0,-0.07,1,1,1.0108,0,0.3811,1,128.9,240.47,61.09,23.08,43.06,10.94,10.84,20.8,4.4,0.0,0.0,0.0,10.83527,20.79545,4.404341
Islamabad,Pakistan,2020-11-14,33.665087,73.121219,23533.0,253.0,20036.0,6144.42,10108.04,3157.67,747.52,453.66,1219.1,594882.8,331746.6,848635.3,6.69,4.05,10.94,2.3,2.29,2.3,256.57,255.46,257.95,340.96,340.96,340.96,0.0,0.0,0.0,594882.8,331746.6,848635.3,0.0,0.0,0.0,6144.419,3157.674,10108.04,2155173.0,-16.0173,1,1,1.0106,0,0.4874,1,629.9,951.97,335.04,112.81,170.48,60.0,63.9,100.81,28.58,0.0,0.0,0.0,63.90055,100.8113,28.57751
Khyber Pakhtunkhwa,Pakistan,2020-11-14,34.485332,72.09169,41723.0,1305.0,38694.0,95150.33,126053.2,63784.37,24158.52,11499.41,43748.42,17973903.0,10965765.0,21232139.0,64.7,30.8,117.15,3.5,3.5,3.5,1307.6,1307.36,1307.98,251.32,251.32,251.32,0.0,0.0,0.0,17973903.0,10965765.0,21232139.0,0.0,0.0,0.0,95150.33,63784.37,126053.2,38100471.0,6.8665,1,1,1.0107,0,0.2938,1,3266.72,5798.02,1495.8,585.02,1038.35,267.88,373.29,719.48,134.72,0.0,0.0,0.0,373.2897,719.4776,134.7187
Punjab,Pakistan,2020-11-14,30.811346,72.139132,109309.0,2462.0,97731.0,161666.6,246603.0,97863.93,47663.16,24458.12,83584.02,28868795.0,23386558.0,36266445.0,209.97,107.75,368.22,12.07,12.07,12.07,2740.6,2740.38,2740.94,536.67,536.67,536.67,0.0,0.0,0.0,28868795.0,23386558.0,36266445.0,0.0,0.0,0.0,161666.6,97863.93,246603.0,113939260.0,1.8737,1,1,1.0103,0,0.38,1,10752.59,17850.84,6035.62,1925.64,3196.84,1080.9,1149.9,2103.27,535.45,0.0,0.0,0.0,1149.902,2103.27,535.4452
Sindh,Pakistan,2020-11-14,26.009446,68.776807,153873.0,2722.0,142082.0,134323.6,169174.1,102503.4,31464.47,16691.92,53274.45,21883749.0,17153771.0,26331689.0,111.9,59.37,189.46,9.57,9.57,9.58,2692.07,2691.79,2692.5,841.03,841.03,841.03,0.0,0.0,0.0,21883749.0,17153771.0,26331689.0,0.0,0.0,0.0,134323.6,102503.4,169174.1,49907676.0,-3.7181,1,1,1.0096,0,0.4783,1,6519.2,9614.85,4012.03,1167.5,1721.89,718.5,667.5,1063.87,377.96,0.0,0.0,0.0,667.5027,1063.873,377.9575
Azad Jammu and Kashmir,Pakistan,2021-11-14,34.027401,73.947253,34506.0,741.0,,621.9,1161.18,271.7,8585.12,4304.33,14809.76,3723227.0,3063426.0,4597857.0,0.03,0.03,0.03,0.0,0.0,0.01,742.72,741.9,744.08,3.03,3.03,3.03,50332.63,33753.31,74827.39,3672895.0,3017200.0,4529922.0,155.2794,68.21406,289.9273,466.6218,203.77,871.2569,4334762.0,42.7866,1,1,1.0058,0,0.365,1,45.5,87.78,21.19,9.38,18.1,4.37,3.05,8.94,0.55,0.9462767,2.779502,0.1652386,2.103507,6.163889,0.3886218
Balochistan,Pakistan,2021-11-14,28.328492,65.898403,33391.0,358.0,,4711.55,11777.93,803.67,11620.85,6366.19,19986.11,9717122.0,6628019.0,12158780.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.25,358.97,8.6,8.6,8.6,72985.06,50601.3,102204.5,9644137.0,6573974.0,12061094.0,907.8532,154.4982,2269.026,3803.694,649.173,9508.909,13398367.0,34.9913,1,1,1.0054,0,0.3584,1,270.92,503.97,145.56,55.85,103.89,30.0,28.07,60.45,9.8,6.486243,13.88567,2.273343,21.57905,46.37891,7.522287
Gilgit-Baltistan,Pakistan,2021-11-14,35.792146,74.982138,10400.0,186.0,,57.69,126.46,22.25,3603.7,1865.27,6323.0,1906623.0,1261316.0,2562322.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.46,187.8,1.03,1.03,1.03,18189.73,10835.91,27450.07,1888433.0,1246049.0,2535018.0,11.30997,4.300547,25.22415,46.38362,17.95011,101.2379,2227138.0,42.7866,1,1,1.0059,0,0.3456,1,7.65,15.25,2.8,1.58,3.14,0.58,0.71,1.41,0.27,0.1820849,0.3610453,0.06848647,0.5303714,1.054066,0.1978
Islamabad,Pakistan,2021-11-14,33.665087,73.121219,107275.0,948.0,,514.21,1101.02,184.43,2781.9,1685.17,4541.89,1507476.0,839683.6,2236818.0,0.86,0.53,1.39,0.3,0.29,0.3,954.6,951.76,958.18,26.32,26.32,26.32,19273.04,9323.216,30776.28,1488203.0,830470.5,2206100.0,122.2203,42.94079,261.242,391.9915,141.4893,839.7771,2155173.0,37.9047,1,1,1.0057,0,0.5415,1,64.68,113.16,39.48,13.33,23.33,8.14,7.86,18.74,2.74,2.168611,5.250921,0.7330752,5.68963,13.4854,2.005969
Khyber Pakhtunkhwa,Pakistan,2021-11-14,34.485332,72.09169,179000.0,5790.0,,39497.31,117861.5,8916.64,107095.2,50969.67,193949.1,53294090.0,27891719.0,83371473.0,71.3,33.94,129.1,3.86,3.86,3.86,5796.49,5795.9,5797.44,71.67,71.67,71.67,975444.4,298961.7,2446858.0,52318646.0,27572996.0,80817162.0,8423.918,1785.465,25207.6,31073.39,7131.172,92886.96,38100471.0,50.2365,1,1,1.0058,0,0.3065,1,1673.79,3247.23,761.95,345.03,669.38,157.07,148.42,349.19,46.33,49.08203,126.2785,13.94873,99.33698,222.9107,32.43716
Punjab,Pakistan,2021-11-14,30.811346,72.139132,441720.0,12972.0,,12317.67,21067.65,8292.81,225692.8,115805.6,395795.9,81545949.0,63354537.0,102187556.0,63.39,32.54,111.14,3.64,3.64,3.65,12977.09,12976.52,12977.96,97.1,97.1,97.1,982920.3,704136.7,1317036.0,80563029.0,62688950.0,100888895.0,2885.944,1924.399,5025.253,9431.728,6368.41,16042.4,113939260.0,46.7164,1,1,1.0056,0,0.4244,1,2197.59,3714.59,1190.53,453.01,765.72,245.41,184.28,358.57,75.2,57.49125,114.1026,23.38617,126.7873,244.4695,51.81559
Sindh,Pakistan,2021-11-14,26.009446,68.776807,473081.0,7600.0,,14551.74,21305.93,10793.53,88434.82,46914.45,149734.9,51168176.0,39637647.0,64510131.0,13.39,7.12,22.65,1.15,1.14,1.15,7566.39,7565.63,7567.55,100.74,100.74,100.74,682550.3,480763.6,943952.0,50485626.0,39126669.0,63580507.0,3331.092,2436.522,4944.693,11220.65,8357.007,16361.24,49907676.0,33.13,1,1,1.0052,0,0.4205,1,1200.93,2031.37,593.29,247.56,418.74,122.3,63.94,135.12,26.44,18.60076,40.1137,7.50195,45.33695,95.00314,18.9366
Azad Jammu and Kashmir,Pakistan,2020-11-15,34.027401,73.947253,5349.0,119.0,3945.0,10529.42,13042.9,8197.28,1424.06,715.96,2453.73,1064492.0,857809.1,1272832.0,27.28,13.67,47.08,2.36,2.36,2.36,123.24,122.92,123.76,98.46,98.46,98.46,0.0,0.0,0.0,1064492.0,857809.1,1272832.0,0.0,0.0,0.0,10529.42,8197.284,13042.9,4334762.0,-0.2279,1,1,1.0156,0,0.4332,1,1381.54,1985.93,836.02,248.02,356.52,150.09,124.17,195.17,63.9,0.0,0.0,0.0,124.1659,195.1698,63.89806
Balochistan,Pakistan,2020-11-15,28.328492,65.898403,16393.0,156.0,15817.0,18084.74,27779.19,12004.18,5050.29,2766.35,8686.16,5374822.0,3509042.0,6611955.0,11.61,6.36,19.95,0.36,0.36,0.36,155.82,155.7,156.04,49.82,49.82,49.82,0.0,0.0,0.0,5374822.0,3509042.0,6611955.0,0.0,0.0,0.0,18084.74,12004.18,27779.19,13398367.0,4.4692,1,1,1.0145,0,0.2575,1,994.1,1661.72,503.4,178.46,298.32,90.37,88.41,152.31,38.9,0.0,0.0,0.0,88.41242,152.3052,38.89904
Gilgit-Baltistan,Pakistan,2020-11-15,35.792146,74.982138,4447.0,93.0,4192.0,2089.88,2979.71,880.68,1799.32,930.65,3158.45,1078372.0,610324.9,1440969.0,0.03,0.03,0.03,0.0,0.0,0.0,93.35,93.14,93.67,10.46,10.46,10.46,0.0,0.0,0.0,1078372.0,610324.9,1440969.0,0.0,0.0,0.0,2089.883,880.6837,2979.708,2227138.0,-0.2279,1,1,1.0158,0,0.3816,1,128.3,236.96,61.8,23.03,42.54,11.09,9.87,18.29,4.26,0.0,0.0,0.0,9.866903,18.29249,4.259063
Islamabad,Pakistan,2020-11-15,33.665087,73.121219,23994.0,255.0,20274.0,6361.62,10607.16,2991.22,754.43,457.84,1230.37,601244.4,334737.8,856873.5,6.9,4.18,11.28,2.37,2.36,2.37,258.93,257.83,260.33,353.74,353.74,353.74,0.0,0.0,0.0,601244.4,334737.8,856873.5,0.0,0.0,0.0,6361.623,2991.215,10607.16,2155173.0,-16.9339,1,1,1.0155,0,0.4881,1,638.91,953.83,344.83,114.7,171.23,61.9,62.53,99.52,28.62,0.0,0.0,0.0,62.5335,99.52014,28.6247
Khyber Pakhtunkhwa,Pakistan,2020-11-15,34.485332,72.09169,41990.0,1309.0,38824.0,91983.16,122361.4,61110.46,24211.34,11524.56,43844.06,18065886.0,11027354.0,21327172.0,52.82,25.15,95.64,2.86,2.86,2.86,1310.46,1310.22,1310.84,252.89,252.89,252.89,0.0,0.0,0.0,18065886.0,11027354.0,21327172.0,0.0,0.0,0.0,91983.16,61110.46,122361.4,38100471.0,6.9757,1,1,1.0156,0,0.2892,1,3473.79,6143.77,1604.99,623.63,1102.95,288.13,378.54,715.9,141.19,0.0,0.0,0.0,378.5369,715.8971,141.1871
Punjab,Pakistan,2020-11-15,30.811346,72.139132,109993.0,2471.0,97756.0,165912.5,258721.4,98806.21,47885.55,24572.24,83974.03,29034707.0,23516271.0,36433657.0,222.4,114.12,390.01,12.79,12.79,12.79,2753.39,2753.16,2753.73,561.32,561.32,561.32,0.0,0.0,0.0,29034707.0,23516271.0,36433657.0,0.0,0.0,0.0,165912.5,98806.21,258721.4,113939260.0,1.7161,1,1,1.015,0,0.3851,1,11274.09,18704.45,6407.31,2023.97,3357.89,1150.27,1213.15,2161.64,565.11,0.0,0.0,0.0,1213.146,2161.635,565.1146
Sindh,Pakistan,2020-11-15,26.009446,68.776807,154738.0,2738.0,142417.0,135657.1,167276.3,104843.6,31573.03,16749.52,53458.26,22019406.0,17259909.0,26497384.0,108.56,57.6,183.81,9.29,9.29,9.29,2701.36,2701.07,2701.79,897.67,897.67,897.67,0.0,0.0,0.0,22019406.0,17259909.0,26497384.0,0.0,0.0,0.0,135657.1,104843.6,167276.3,49907676.0,-3.8613,1,1,1.0141,0,0.484,1,6718.36,9824.74,4113.6,1206.11,1763.77,738.49,686.02,1091.18,386.79,0.0,0.0,0.0,686.0242,1091.185,386.7862
Azad Jammu and Kashmir,Pakistan,2021-11-15,34.027401,73.947253,34512.0,741.0,,683.43,1391.41,298.6,8585.15,4304.36,14809.79,3723911.0,3063805.0,4598686.0,0.03,0.03,0.03,0.0,0.0,0.01,742.73,741.9,744.08,3.46,3.46,3.46,50504.44,34027.46,75006.88,3673406.0,3017484.0,4530539.0,171.8096,75.99496,346.8633,511.6156,222.6029,1044.552,4334762.0,42.8017,1,1,1.0107,0,0.364,1,41.13,78.81,18.53,8.48,16.25,3.82,2.37,5.94,0.33,0.7417585,1.853386,0.09838635,1.624851,4.084459,0.2326112
Balochistan,Pakistan,2021-11-15,28.328492,65.898403,33400.0,358.0,,3668.55,10787.44,326.65,11620.88,6366.22,19986.14,9720790.0,6632710.0,12163796.0,0.03,0.03,0.03,0.0,0.0,0.0,358.55,358.25,358.97,6.89,6.89,6.89,73696.96,51160.11,103579.5,9647093.0,6577761.0,12065128.0,711.8953,63.37766,2088.868,2956.656,263.2691,8698.574,13398367.0,34.8214,1,1,1.0099,0,0.3571,1,279.9,521.35,152.74,57.71,107.5,31.49,25.78,67.72,8.6,6.00187,16.03058,2.032292,19.77933,51.68509,6.572363
Gilgit-Baltistan,Pakistan,2021-11-15,35.792146,74.982138,10401.0,186.0,,46.45,114.88,20.0,3603.73,1865.3,6323.03,1906669.0,1261359.0,2562369.0,0.03,0.03,0.03,0.0,0.0,0.0,186.99,186.46,187.8,0.82,0.82,0.82,18198.9,10841.4,27465.23,1888470.0,1246084.0,2535055.0,9.170225,3.885851,23.06,37.27803,16.11577,91.81508,2227138.0,42.8017,1,1,1.0108,0,0.3459,1,7.29,14.5,2.68,1.5,2.99,0.55,0.57,1.12,0.22,0.1466877,0.2890264,0.05652196,0.4232469,0.8352009,0.1608407
Islamabad,Pakistan,2021-11-15,33.665087,73.121219,107339.0,948.0,,463.7,982.36,186.08,2782.97,1685.83,4543.63,1507939.0,839869.7,2237511.0,1.07,0.66,1.73,0.37,0.36,0.37,954.97,952.12,958.55,25.82,25.82,25.82,19384.03,9369.51,30946.19,1488555.0,830612.9,2206624.0,110.9887,43.63445,234.7963,352.7069,142.4436,747.5605,2155173.0,37.8889,1,1,1.0106,0,0.5392,1,69.71,135.83,40.16,14.37,28.01,8.28,9.35,20.72,3.18,2.602003,5.85222,0.8457945,6.75098,14.86528,2.330981
Khyber Pakhtunkhwa,Pakistan,2021-11-15,34.485332,72.09169,179122.0,5798.0,,39065.5,121069.2,8840.77,107165.2,51002.99,194075.8,53333156.0,27902254.0,83489413.0,69.98,33.31,126.71,3.79,3.79,3.79,5800.28,5799.69,5801.23,71.1,71.1,71.1,983832.5,300770.4,2471916.0,52349323.0,27581402.0,80917051.0,8388.173,1786.252,26158.35,30677.33,7054.518,94945.94,38100471.0,50.2715,1,1,1.0107,0,0.301,1,1705.45,3367.08,775.57,351.64,694.25,159.91,151.87,362.92,46.64,50.53162,131.9161,14.13208,101.3415,231.0015,32.57451
Punjab,Pakistan,2021-11-15,30.811346,72.139132,441903.0,12978.0,,11405.87,18443.08,8018.75,225751.3,115835.5,395898.3,81557355.0,63362333.0,102201255.0,58.42,29.99,102.43,3.36,3.36,3.36,12980.44,12979.88,12981.32,93.32,93.32,93.32,985610.7,706076.0,1321776.0,80571744.0,62694930.0,100899338.0,2690.451,1874.594,4426.054,8715.421,6144.152,14018.66,113939260.0,46.7148,1,1,1.0103,0,0.4237,1,2166.33,3683.99,1177.92,446.67,759.59,242.87,182.27,362.61,73.09,57.26304,116.2069,22.88506,125.0066,246.4043,50.20119
Sindh,Pakistan,2021-11-15,26.009446,68.776807,473199.0,7603.0,,14904.61,20568.52,11036.37,88453.22,46924.22,149766.1,51183081.0,39649914.0,64530586.0,18.4,9.77,31.13,1.57,1.57,1.58,7567.96,7567.2,7569.12,96.53,96.53,96.53,685984.9,483376.6,948265.3,50497096.0,39136150.0,63596168.0,3434.592,2503.734,4786.281,11470.02,8530.18,15782.58,49907676.0,33.2421,1,1,1.0096,0,0.4215,1,1085.78,1847.84,533.59,223.87,381.0,110.02,57.37,125.67,25.27,16.79256,37.57214,7.315812,40.58166,88.14903,17.9576
