Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,Temp,Wind,Barometer,Visibility,Weather
Balochistan,Pakistan,1/4/2022,28.328492,65.898403,33648,365,,5173.67,12165.44,1291.75,11849.3,6491.87,20378.15,9825750,6715821,12288040,9.29,5.1,15.97,0.29,0.29,0.29,365.6,365.28,366.05,2.96,2.96,2.96,99396.87,68758.18,143704,9726353,6641524,12159666,1722.629,401.5445,4218.189,3451.036,890.2098,7947.255,13398367,39.8137,1,1,1.1354,0,0.255,1,102.91,196.67,44.45,18.2,35.01,8.28,3.46,7.77,0.64,1.064398,2.396748,0.1981886,2.397713,5.37133,0.4462552,39.14,16,64.29,0,Overcast.
Gilgit-Baltistan,Pakistan,1/4/2022,35.792146,74.982138,10429,186,,716.38,1495.67,327.84,3605.18,1866.74,6324.5,1912511,1267006,2568531,0.01,0.01,0.02,0,0,0,187.07,186.51,187.95,0.03,0.03,0.03,19897.82,11885.84,30207.27,1892613,1250090,2539440,253.0927,115.1207,533.444,463.292,212.5567,962.2313,2227138,39.1973,1,1,1.148,0,0.3527,1,0.39,0.87,0.1,0.08,0.18,0.02,0.02,0.04,0.01,0.006657535,0.0125958,0.002607615,0.01340466,0.02540263,0.005422965,21.57,3.43,28.43,12.92,Passing clouds.
Islamabad,Pakistan,1/4/2022,33.665087,73.121219,108823,967,,9227.89,23235.18,3118.66,2838.82,1720.11,4634.1,1638474,888899.8,2492813,0.03,0.03,0.03,0.01,0.01,0.02,974.16,971.08,978.05,69.74,69.74,69.74,71274.97,25245.79,170172.9,1567199,860456.3,2351548,3992.267,1334.334,10204.5,5235.617,1828.669,13030.69,2155173,20.7351,1,1,1.1453,0,0.3772,1,73.88,205.67,31.86,13.19,37.74,5.68,14.7,46.09,4.43,6.062118,19.40826,1.648366,8.642607,26.68317,2.763918,57.14,6,50.29,25.73,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,1/4/2022,34.485332,72.09169,181498,5933,,66138.94,176185.7,16124.16,109680.8,52200.8,198630.7,55875401,28304490,91138131,31.7,15.1,57.4,1.72,1.72,1.72,5936.45,5935.81,5937.47,36.82,36.82,36.82,1789881,413944.7,5750000,54085520,27872795,86239484,24886.24,5766.336,66856.19,41252.7,10282.55,109329.5,38100471,52.7466,1,1,1.1457,0,0.271,1,1331.69,5350.9,291.08,234,927.91,51.62,156.28,715.19,17.99,65.80348,299.2347,6.951052,90.47422,415.9595,11.03914,31.61,3.86,38.73,14.39,Passing clouds.
Punjab,Pakistan,1/4/2022,30.811346,72.139132,445630,13075,,274193.1,468284.3,166857.2,227414.9,116689.9,398814.8,85318051,65098363,109445250,22.39,11.5,39.25,1.29,1.29,1.29,13076.11,13075.5,13077.06,262.46,262.46,262.46,2468670,1393824,4651807,82849381,63755821,105263228,116835.6,70816.82,201114.4,157357.6,95758.71,267169.9,113939260,44.0467,1,1,1.1409,0,0.4194,1,1538.15,4500.55,730.56,273.38,823.62,125.91,230.8,721.6,101.49,104.3035,337.4035,45.15395,126.5004,384.1926,56.33953,40.02,0.21,1.85,1.25,Clear.
Sindh,Pakistan,1/4/2022,26.009446,68.776807,483165,7673,,503788.7,799175.3,307899.1,89277.9,47362.34,151161.5,57887358,43193335,78327675,13.39,7.12,22.65,1.15,1.14,1.15,7638.53,7637.7,7639.79,503.53,503.53,503.53,3261380,1722706,6691186,54625978,41279142,71640788,210598.6,128353.2,344350.3,293190.1,179297.4,454825.1,49907676,29.2039,1,1,1.1316,0,0.4111,1,2549.9,8077.89,987.8,454.66,1432.07,170.17,422.27,1434.37,130.82,179.8076,626.376,54.14049,242.4597,807.9913,76.67792,57.14,6,50.29,25.73,Passing clouds.
Azad Jammu and Kashmir,Pakistan,1/5/2021,34.027401,73.947253,8383,229,7798,4325.34,6623.76,2612.2,2660.22,1335.22,4586.92,1388239,1111488,1671228,19.02,9.53,32.82,1.65,1.64,1.65,230.17,229.78,230.81,21.53,21.53,21.53,0,0,0,1388239,1111488,1671228,0,0,0,4325.345,2612.204,6623.764,4334762,6.7932,1,1,1.1469,0,0.4295,1,484.87,805.76,261.73,84.73,140.8,45.74,57.36,112.15,21.54,0,0,0,57.35571,112.1538,21.53948,11.14,1,19.43,0,Overcast.
Balochistan,Pakistan,1/5/2021,28.328492,65.898403,18254,185,17829,7478.92,10453.03,4373.32,6019.67,3297.41,10353.35,5897401,3939162,7266914,13.92,7.63,23.94,0.43,0.43,0.43,185.73,185.59,185.97,22.6,22.6,22.6,0,0,0,5897401,3939162,7266914,0,0,0,7478.923,4373.317,10453.03,13398367,13.6829,1,1,1.1367,0,0.2802,1,539.5,942.76,265,94.27,164.74,46.31,56.47,109.57,23.91,0,0,0,56.4675,109.5736,23.90551,6.86,0.71,7.71,0,Clear.
Gilgit-Baltistan,Pakistan,1/5/2021,35.792146,74.982138,4870,101,4717,254.93,459.08,104.06,1963.66,1016.03,3446.25,1122668,640955.8,1507985,0.77,0.41,1.33,0.04,0.04,0.04,101.88,101.63,102.27,2.74,2.74,2.74,0,0,0,1122668,640955.8,1507985,0,0,0,254.9329,104.0608,459.0757,2227138,6.7932,1,1,1.1494,0,0.3257,1,36.23,63.9,18.03,6.33,11.17,3.15,2.53,5.09,1.08,0,0,0,2.527338,5.085349,1.082124,14.71,1.43,23.57,8.6,Fog.
Islamabad,Pakistan,1/5/2021,33.665087,73.121219,38395,428,35253,1409.39,2194.88,721.12,1262.44,764.88,2060.89,770917.8,411256.2,1096673,6.69,4.05,10.94,2.3,2.29,2.3,433.21,431.86,434.91,136.03,136.03,136.03,0,0,0,770917.8,411256.2,1096673,0,0,0,1409.393,721.1159,2194.883,2155173,4.8725,1,1,1.1467,0,0.5313,1,272.89,410.26,137.32,47.69,71.69,24,22.82,35.36,10.42,0,0,0,22.82451,35.35793,10.41684,15.43,0,0,0,Clear.
Khyber Pakhtunkhwa,Pakistan,1/5/2021,34.485332,72.09169,59729,1683,54668,69008.04,96399.41,40971.64,31221.99,14861.31,56540.07,22290390,13701056,26225071,155.76,74.13,282.08,8.43,8.43,8.43,1689.91,1689.62,1690.37,254.53,254.53,254.53,0,0,0,22290390,13701056,26225071,0,0,0,69008.04,40971.64,96399.41,38100471,17.4027,1,1,1.147,0,0.3657,1,5272.47,10212.12,2499.41,921.33,1784.49,436.75,454.96,1002.93,159.5,0,0,0,454.9613,1002.928,159.5004,43.57,3.93,45.57,20.54,Passing clouds.
Punjab,Pakistan,1/5/2021,30.811346,72.139132,141393,4160,126225,117338.4,159078.5,85051.25,72467.91,37185.51,127084.3,36465201,29220369,44539879,417.43,214.19,732.05,24,24,24,4166.84,4166.57,4167.26,690.96,690.96,690.96,0,0,0,36465201,29220369,44539879,0,0,0,117338.4,85051.25,159078.5,113939260,8.0346,1,1,1.1422,0,0.4063,1,15797.1,24750.42,8719.07,2760.43,4324.95,1523.59,1360.32,2449.18,638.19,0,0,0,1360.322,2449.182,638.1941,50.88,3.42,46.85,17.51,Passing clouds.
Sindh,Pakistan,1/5/2021,26.009446,68.776807,219452,3623,197870,107192.5,134010.5,80910.17,42002.84,22282.27,71118.03,28405651,22255526,34512674,172.85,91.69,292.66,14.79,14.79,14.79,3593.72,3593.37,3594.25,1049.46,1049.46,1049.46,0,0,0,28405651,22255526,34512674,0,0,0,107192.5,80910.17,134010.5,49907676,3.583,1,1,1.1328,0,0.5372,1,7700.31,11150.94,4672.85,1345.57,1948.54,816.55,759.47,1194.08,435.59,0,0,0,759.4727,1194.076,435.5851,15.43,0,0,0,Clear.
Azad Jammu and Kashmir,Pakistan,1/5/2022,34.027401,73.947253,34676,746,,6198.2,13221.27,1730.01,8646.97,4336.06,14915.41,3787595,3093801,4697864,1.68,0.86,2.88,0.15,0.14,0.15,748.09,747.19,749.56,5.1,5.1,5.1,74013.36,55555.79,104095.3,3713582,3036832,4592182,2741.247,770.5251,5922.659,3456.956,973.9711,7298.613,4334762,41.0926,1,1,1.1469,0,0.3775,1,42.66,87.26,21.43,7.57,14.57,3.75,5.16,16.65,0.77,2.097873,6.69612,0.3123158,3.059249,9.892794,0.4547722,31.14,3.43,25.86,0,Overcast.
Balochistan,Pakistan,1/5/2022,28.328492,65.898403,33653,365,,6994.23,16002.83,1894.71,11860.9,6498.23,20398.11,9832745,6718526,12293051,11.61,6.36,19.95,0.36,0.36,0.36,365.96,365.64,366.41,2.39,2.39,2.39,101773,70028.31,148294.3,9730972,6643382,12163078,2376.131,564.2687,5629.244,4618.099,1329.421,10373.58,13398367,39.6118,1,1,1.1367,0,0.2535,1,97.02,179.14,44.29,17.23,31.53,8.08,2.82,6.23,0.55,0.872287,1.935684,0.1708693,1.947097,4.296812,0.3817975,19.71,9.14,31.86,0,Overcast.
Gilgit-Baltistan,Pakistan,1/5/2022,35.792146,74.982138,10429,186,,892.29,1874.93,422.58,3605.19,1866.75,6324.52,1913403,1267957,2569392,0.01,0,0.02,0,0,0,187.07,186.51,187.95,0.07,0.06,0.07,20216.1,12091.03,30637.18,1893187,1250704,2539994,318.2853,149.6833,674.1737,574.0062,272.5279,1200.756,2227138,41.0926,1,1,1.1494,0,0.3519,1,0.41,0.88,0.12,0.09,0.18,0.02,0.04,0.08,0.02,0.01490002,0.02824316,0.00588711,0.02970385,0.05666079,0.01212322,36.29,4.43,61.86,21.51,Overcast.
Islamabad,Pakistan,1/5/2022,33.665087,73.121219,108880,967,,11006.94,28018.54,3765.61,2838.85,1720.14,4634.12,1649481,898080.1,2519506,0.03,0.03,0.03,0.01,0.01,0.02,974.18,971.08,978.06,76.03,76.03,76.03,76080.47,27118.89,175738.3,1573401,865675.9,2363773,4805.506,1598.768,12433.66,6201.434,2190.829,15584.88,2155173,37.0063,1,1,1.1467,0,0.394,1,91.93,259.16,37.61,16.45,47.63,6.41,18.01,53.84,4.83,7.517853,23.0006,1.797043,10.49534,30.83881,3.014395,34.71,4.14,43.14,17.15,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,1/5/2022,34.485332,72.09169,181537,5935,,62139.01,130902.6,18941.99,109708.5,52214.01,198680.9,55937540,28324410,91203274,27.74,13.22,50.22,1.5,1.5,1.5,5937.95,5937.31,5938.97,39.74,39.74,39.74,1813250,422087.6,5766128,54124290,27885517,86279803,23369,6877.408,48756.77,38770.01,12064.58,82145.87,38100471,44.7858,1,1,1.147,0,0.2726,1,1401.47,5892.99,286.65,246.84,1016.68,50.99,147.87,644.86,18.3,62.62868,271.8001,7.147158,85.24516,373.4971,11.15339,38.91,3.8,29.95,19.85,Rain. Partly cloudy.
Punjab,Pakistan,1/5/2022,30.811346,72.139132,445940,13076,,280780.4,419413.4,184774.9,227431.1,116698.2,398843.2,85598831,65283464,109759063,16.18,8.32,28.35,0.93,0.93,0.93,13077.04,13076.43,13077.99,305.53,305.53,305.53,2589295,1477123,4807181,83009537,63861946,105440843,120624.4,79228.96,181014.9,160156,105611.3,238671.3,113939260,42.232,1,1,1.1422,0,0.4142,1,1762.53,5313.83,827.04,314.48,944.23,148.76,276.67,887.29,118.88,126.1657,417.3476,53.39953,150.5076,469.9473,65.1153,36.92,0.96,12.42,5.01,Partly cloudy.
Sindh,Pakistan,1/5/2022,26.009446,68.776807,483648,7675,,510202.4,848577.3,330533.4,89291.28,47369.45,151184.1,58397560,43591367,79043091,13.39,7.12,22.65,1.15,1.14,1.15,7639.68,7638.85,7640.94,577.32,577.32,577.32,3476582,1871440,7004174,54920978,41535614,72044151,215202.3,139076,369840.5,295000.2,191457.4,478736.8,49907676,38.5756,1,1,1.1328,0,0.4148,1,2955.59,9586.95,1085.25,528.37,1693.23,188.47,489.01,1543.4,153.68,209.9403,667.1614,63.75795,279.0734,876.2349,89.45808,34.71,4.14,43.14,17.15,Passing clouds.
Azad Jammu and Kashmir,Pakistan,1/6/2021,34.027401,73.947253,8396,229,7833,4585.81,6939.74,2798.91,2676.77,1343.51,4615.47,1392825,1114932,1677476,16.55,8.29,28.55,1.43,1.43,1.43,231.6,231.21,232.24,21.53,21.53,21.53,0,0,0,1392825,1114932,1677476,0,0,0,4585.812,2798.905,6939.736,4334762,6.5507,1,1,1.1482,0,0.4257,1,512.69,884.83,261.34,90.04,155.39,45.9,59.89,116.83,22.08,0,0,0,59.88883,116.8294,22.0755,,,,,
Balochistan,Pakistan,1/6/2021,28.328492,65.898403,18280,186,17857,7017.76,10268.66,3649.22,6033.6,3305.04,10377.29,5904419,3945045,7276508,13.92,7.63,23.94,0.43,0.43,0.43,186.16,186.01,186.4,23.24,23.24,23.24,0,0,0,5904419,3945045,7276508,0,0,0,7017.762,3649.219,10268.66,13398367,12.8205,1,1,1.138,0,0.279,1,549.03,967.09,271.13,96.42,169.84,47.62,55.93,108.36,24.17,0,0,0,55.92806,108.3595,24.17474,,,,,
Gilgit-Baltistan,Pakistan,1/6/2021,35.792146,74.982138,4873,101,4717,300.62,476.9,153.65,1964.43,1016.44,3447.59,1122969,641164,1508357,0.77,0.41,1.33,0.04,0.04,0.04,101.92,101.67,102.32,2.21,2.21,2.21,0,0,0,1122969,641164,1508357,0,0,0,300.6206,153.6525,476.8992,2227138,6.5507,1,1,1.1508,0,0.3264,1,33.64,59.37,16.5,5.91,10.43,2.9,2.09,4.63,0.89,0,0,0,2.09271,4.627909,0.8927347,,,,,
Islamabad,Pakistan,1/6/2021,33.665087,73.121219,38531,432,35609,1303.3,2022.34,679.08,1268.71,768.68,2071.14,772221.1,411935.3,1098566,6.28,3.8,10.26,2.15,2.15,2.16,435.37,434.01,437.07,137.46,137.46,137.46,0,0,0,772221.1,411935.3,1098566,0,0,0,1303.3,679.0757,2022.339,2155173,5.0452,1,1,1.148,0,0.5305,1,265.89,401.3,137.39,46.69,70.48,24.13,22.88,37.6,10.66,0,0,0,22.87772,37.60409,10.65816,,,,,
Khyber Pakhtunkhwa,Pakistan,1/6/2021,34.485332,72.09169,59955,1695,55025,67089.89,93870.78,39443.91,31371.16,14932.3,56810.19,22357480,13747865,26311537,149.16,70.99,270.13,8.07,8.07,8.07,1697.98,1697.69,1698.44,258.67,258.67,258.67,0,0,0,22357480,13747865,26311537,0,0,0,67089.89,39443.91,93870.78,38100471,17.3332,1,1,1.1484,0,0.3625,1,5218.54,10138.17,2480.5,916.46,1780.43,435.62,462.32,1016.64,163.48,0,0,0,462.323,1016.637,163.4813,,,,,
Punjab,Pakistan,1/6/2021,30.811346,72.139132,142058,4184,128775,115462.2,157692.3,86280.75,72850.56,37381.85,127755.3,36580663,29317863,44676186,382.65,196.34,671.05,22,22,22,4188.84,4188.57,4189.26,677.96,677.96,677.96,0,0,0,36580663,29317863,44676186,0,0,0,115462.2,86280.75,157692.3,113939260,7.7961,1,1,1.1435,0,0.4034,1,15702.34,24670.89,8647.04,2757.59,4332.61,1518.56,1341.07,2424.58,628.94,0,0,0,1341.072,2424.58,628.9446,,,,,
Sindh,Pakistan,1/6/2021,26.009446,68.776807,220501,3634,198577,103626,127447.4,75767.15,42166.51,22369.09,71395.15,28509278,22332470,34632924,163.66,86.82,277.11,14,14,14,3607.72,3607.37,3608.25,1088.96,1088.96,1088.96,0,0,0,28509278,22332470,34632924,0,0,0,103626,75767.15,127447.4,49907676,3.3394,1,1,1.1341,0,0.5355,1,7739.84,11257.84,4688.05,1359.24,1977.06,823.3,763.87,1208.75,411.85,0,0,0,763.8699,1208.746,411.8528,,,,,
Azad Jammu and Kashmir,Pakistan,1/6/2022,34.027401,73.947253,34682,746,,8269.51,17250.11,2533.26,8649.47,4337.32,14919.71,3795865,3101263,4709544,2.51,1.27,4.31,0.22,0.22,0.22,748.3,747.4,749.78,5.32,5.32,5.32,77705.98,58022.13,110333.7,3718159,3041023,4598599,3692.617,1079.242,7791.791,4576.896,1462,9458.322,4334762,41.3474,1,1,1.1482,0,0.3789,1,43.54,86.61,21.2,7.78,15.71,3.73,6.54,19.76,2.04,2.68812,7.950314,0.8390742,3.85443,11.66502,1.199785,34.29,1.43,2.86,0,Light rain. Low clouds.
Balochistan,Pakistan,1/6/2022,28.328492,65.898403,33654,366,,9210.36,19982.83,2926.83,11874.06,6505.44,20420.72,9841955,6722139,12299607,13.15,7.21,22.61,0.41,0.41,0.41,366.37,366.04,366.82,1.96,1.96,1.96,104954.7,71746.07,152133.9,9737000,6645830,12167499,3181.682,969.2959,7109.487,6028.682,1955.754,12873.34,13398367,40.0199,1,1,1.138,0,0.252,1,92.12,164.73,42.41,16.41,28.55,7.71,2.34,5.09,0.48,0.7289396,1.591055,0.1505854,1.612584,3.500191,0.3339257,42.43,6.14,79.43,0,Light rain. Overcast.
Gilgit-Baltistan,Pakistan,1/6/2022,35.792146,74.982138,10429,186,,1102.37,2177.44,527.83,3605.2,1866.75,6324.53,1914506,1269104,2570494,0.01,0,0.02,0,0,0,187.07,186.51,187.95,0.2,0.19,0.22,20612.39,12305.97,31370.83,1893893,1251440,2540700,396.2895,188.9932,788.2382,706.0787,338.8341,1389.201,2227138,41.3474,1,1,1.1508,0,0.3512,1,0.56,1.13,0.19,0.12,0.23,0.04,0.13,0.26,0.05,0.04478547,0.08499465,0.01793327,0.08819728,0.1701239,0.0368487,42.86,5,63.43,25.77,Fog.
Islamabad,Pakistan,1/6/2022,33.665087,73.121219,108984,967,,13150.83,32645.72,4713.37,2838.88,1720.17,4634.16,1662632,908919.2,2550649,0.03,0.03,0.03,0.01,0.01,0.02,974.19,971.09,978.08,86.03,86.03,86.03,81868.19,30036.62,181256.1,1580764,871801.3,2378222,5787.717,1993.905,14622.44,7363.115,2723.284,18023.28,2155173,37.5138,1,1,1.148,0,0.4102,1,114.76,327.11,42.79,20.58,60.19,7.42,22.33,76.93,5.45,9.43363,33.14029,2.061282,12.90038,43.53844,3.359679,61.43,4.29,64.57,25.68,Overcast.
Khyber Pakhtunkhwa,Pakistan,1/6/2022,34.485332,72.09169,181573,5938,,68597.99,137710.4,23619.76,109734.9,52226.6,198728.7,56006138,28350318,91287988,26.42,12.59,47.83,1.43,1.43,1.43,5939.38,5938.74,5940.4,40.96,40.96,40.96,1839012,432473.3,5787225,54167126,27901974,86332014,25761.84,8639.319,52242.53,42836.15,14980.44,85467.84,38100471,45.305,1,1,1.1484,0,0.2734,1,1449.41,6244.01,283.71,255.94,1085.44,50.62,142.19,628.4,17.85,60.58463,269.3954,7.046371,81.60578,359.0072,10.80544,39.57,4.18,25.07,21.19,Rain. Mostly cloudy.
Punjab,Pakistan,1/6/2022,30.811346,72.139132,446300,13076,,294965,436413.7,205674.4,227446,116705.8,398869.4,85893796,65490528,110106798,14.94,7.68,26.17,0.86,0.86,0.86,13077.9,13077.29,13078.85,353.46,353.46,353.46,2716880,1570763,4981224,83176916,63980025,105636601,127585.2,88588.53,189725.8,167379.8,117086.6,246356,113939260,42.5216,1,1,1.1435,0,0.4095,1,2048.83,6217.45,962.16,366.92,1109.45,170.15,331.52,1094.23,136.61,152.4789,517.9715,61.1183,179.0406,576.2589,74.52874,43.08,2.31,28.17,10.61,Drizzle. Mostly cloudy.
Sindh,Pakistan,1/6/2022,26.009446,68.776807,484226,7676,,517902,736427.2,352893,89304.67,47376.57,151206.8,58915462,43995639,79778765,13.39,7.12,22.65,1.15,1.14,1.15,7640.82,7639.99,7642.09,655.1,655.1,655.1,3696692,2028158,7322926,55218770,41799466,72455839,220109.9,148996.5,314936.5,297792.1,202504,421552.5,49907676,38.6588,1,1,1.1341,0,0.4182,1,3413.06,11298.33,1203.37,611.48,1993.76,212.89,539.84,1571.05,173.67,233.548,683.5543,70.33287,306.2923,887.4928,102.2143,61.43,4.29,64.57,25.68,Overcast.
Azad Jammu and Kashmir,Pakistan,1/7/2021,34.027401,73.947253,8416,232,7871,4756.48,6768.56,2982.1,2691.66,1350.98,4641.16,1397582,1118372,1684071,14.9,7.47,25.7,1.29,1.29,1.29,232.89,232.5,233.53,20.39,20.39,20.39,0,0,0,1397582,1118372,1684071,0,0,0,4756.485,2982.1,6768.56,4334762,6.1928,1,1,1.1496,0,0.4221,1,537.72,957.3,262.52,94.88,168.91,46.32,60.6,114.94,22,0,0,0,60.59735,114.9398,21.9974,10.14,0.29,13.29,0,Light snow. Low clouds.
Balochistan,Pakistan,1/7/2021,28.328492,65.898403,18300,186,17883,6271.8,10020.36,3058.38,6047.52,3312.67,10401.23,5910691,3950480,7284806,13.92,7.63,23.94,0.43,0.43,0.43,186.59,186.44,186.83,22.89,22.89,22.89,0,0,0,5910691,3950480,7284806,0,0,0,6271.799,3058.378,10020.36,13398367,11.9232,1,1,1.1393,0,0.2778,1,551.66,951.02,275.49,97.34,167.8,48.61,52.4,95.58,23.02,0,0,0,52.40026,95.5849,23.02016,5.29,1.29,5,0,Passing clouds.
Gilgit-Baltistan,Pakistan,1/7/2021,35.792146,74.982138,4874,101,4722,334.59,494.74,199.34,1965.2,1016.86,3448.92,1123303,641393.3,1508740,0.77,0.41,1.33,0.04,0.04,0.04,101.96,101.71,102.36,1.92,1.92,1.92,0,0,0,1123303,641393.3,1508740,0,0,0,334.5915,199.3359,494.7364,2227138,6.1928,1,1,1.1522,0,0.327,1,30.26,54.4,14.74,5.34,9.6,2.6,1.85,4.17,0.79,0,0,0,1.847846,4.169726,0.7869782,7.57,3.29,13.43,4.3,Overcast.
Islamabad,Pakistan,1/7/2021,33.665087,73.121219,38687,434,35916,1213.79,1920.13,644.78,1274.58,772.23,2080.72,773434.8,412597.3,1100111,5.86,3.55,9.57,2.01,2.01,2.02,437.38,436.02,439.09,139.53,139.53,139.53,0,0,0,773434.8,412597.3,1100111,0,0,0,1213.789,644.7783,1920.134,2155173,5.3044,1,1,1.1494,0,0.5264,1,258.16,385.51,136.84,45.55,68.02,24.14,22.48,34.57,10.65,0,0,0,22.4832,34.56621,10.6488,8.43,0,0,0,Clear.
Khyber Pakhtunkhwa,Pakistan,1/7/2021,34.485332,72.09169,60229,1702,55372,65334.54,90806.15,37997.06,31530.87,15008.32,57099.44,22422815,13793089,26395965,159.72,76.02,289.25,8.64,8.64,8.65,1706.63,1706.34,1707.09,273.82,273.82,273.82,0,0,0,22422815,13793089,26395965,0,0,0,65334.54,37997.06,90806.15,38100471,17.0183,1,1,1.1498,0,0.3614,1,5187.46,10086.81,2467.96,915.29,1779.75,435.45,475.32,1047.86,170.84,0,0,0,475.3227,1047.859,170.843,33.59,1.7,23.55,10.24,Passing clouds.
Punjab,Pakistan,1/7/2021,30.811346,72.139132,142835,4203,129102,112138.6,150426.4,85005.25,73222.03,37572.46,128406.8,36692802,29411073,44811423,371.47,190.61,651.44,21.36,21.36,21.36,4210.2,4209.93,4210.62,679.67,679.67,679.67,0,0,0,36692802,29411073,44811423,0,0,0,112138.6,85005.25,150426.4,113939260,7.4431,1,1,1.1449,0,0.3999,1,15621.32,24586.89,8608.22,2756.27,4338.19,1518.86,1358.72,2434.16,664.27,0,0,0,1358.724,2434.164,664.2677,42.88,0.56,9.04,3.13,Fog.
Sindh,Pakistan,1/7/2021,26.009446,68.776807,221734,3653,199649,100860.6,135550.5,75814.49,42322.66,22451.92,71659.53,28610138,22405835,34756828,156.15,82.84,264.39,13.36,13.36,13.36,3621.08,3620.73,3621.61,1115.32,1115.32,1115.32,0,0,0,28610138,22405835,34756828,0,0,0,100860.6,75814.49,135550.5,49907676,3.0062,1,1,1.1353,0,0.5342,1,7777.06,11405.84,4717.6,1372.21,2012.48,832.39,768.87,1223.37,411.78,0,0,0,768.8676,1223.37,411.7803,8.43,0,0,0,Clear.
Azad Jammu and Kashmir,Pakistan,1/7/2022,34.027401,73.947253,34689,746,,11306.34,21705.15,4204.7,8652.81,4339.01,14925.45,3807171,3111294,4726015,3.33,1.68,5.73,0.29,0.29,0.29,748.59,747.69,750.07,5.24,5.24,5.24,82801.78,61876.97,114868.5,3724370,3046590,4607356,5095.799,1816.342,9884.047,6210.54,2431.758,11822.97,4334762,42.0082,1,1,1.1496,0,0.3802,1,47.54,107.97,22.63,8.53,19.64,3.96,7.93,19.93,3.01,3.297473,8.232203,1.245395,4.637434,11.69792,1.745938,30,2,4.29,0,Light rain. Overcast.
Balochistan,Pakistan,1/7/2022,28.328492,65.898403,33655,366,,11574.92,23644.93,4030.27,11885.66,6511.8,20440.67,9853530,6726692,12308182,11.61,6.36,19.95,0.36,0.36,0.36,366.72,366.4,367.17,1.89,1.89,1.89,109012.5,73951.02,156927.9,9744517,6648874,12173227,4057.775,1371.822,8479.31,7517.148,2657.572,15165.62,13398367,40.4924,1,1,1.1393,0,0.2506,1,87.22,151.18,40.03,15.59,27.24,7.28,2.28,4.89,0.49,0.7141126,1.537239,0.1518294,1.565893,3.351726,0.3343762,22.57,6.29,46.29,0,Haze.
Gilgit-Baltistan,Pakistan,1/7/2022,35.792146,74.982138,10429,186,,1321.84,2537.46,662.44,3605.2,1866.76,6324.54,1915827,1270485,2571805,0.01,0,0.02,0,0,0,187.07,186.51,187.95,0.41,0.39,0.43,21091.23,12548.42,32287.39,1894736,1252322,2541536,478.8324,239.1166,924.8367,843.0092,423.327,1612.621,2227138,42.0082,1,1,1.1522,0,0.3505,1,0.86,1.69,0.34,0.18,0.35,0.07,0.25,0.47,0.1,0.08450729,0.1598919,0.03445335,0.1629606,0.3134251,0.06771675,36,2.43,37,12.9,Light rain. Overcast.
Islamabad,Pakistan,1/7/2022,33.665087,73.121219,109093,967,,15526.45,37353.45,6075.46,2838.91,1720.2,4634.19,1678158,921406.8,2586322,0.03,0.03,0.03,0.01,0.01,0.02,974.2,971.1,978.1,93.82,93.82,93.82,88759.27,33755.8,189280.2,1589399,878814.6,2395272,6891.078,2588.024,16895.22,8635.374,3485.09,20458.23,2155173,38.1203,1,1,1.1494,0,0.425,1,140.51,402.45,46.44,25.26,74.21,8.26,25.6,93.05,5.85,10.94101,40.43633,2.264768,14.66004,52.41344,3.627281,52.57,6,80.43,25.67,Fog.
Khyber Pakhtunkhwa,Pakistan,1/7/2022,34.485332,72.09169,181614,5941,,87976.67,163505.8,31573.19,109761.4,52239.19,198776.6,56094114,28385357,91391105,26.42,12.59,47.83,1.43,1.43,1.43,5940.81,5940.17,5941.83,41.46,41.46,41.46,1872290,446524.1,5825571,54221824,27924105,86395307,33278.21,11656.99,62467.38,54698.46,19916.19,101058.9,38100471,46.3867,1,1,1.1498,0,0.2752,1,1485.5,6423.24,286.34,263.09,1135.51,50.55,141.31,647.6,17.02,60.56159,278.7553,6.784441,80.74386,368.8436,10.2314,34.43,3.18,56.32,19.15,Fog.
